index_col,content,date,like,place,tags
263,얼굴없는 시대에 사는 우리잠잠했던 코로나가 다시 시작되어코스크 턱스크 예의상 쓰는건 이제 끝제대로 마스크 쓰고 다니세요.파주스타벅스 코로나사태에서도마스크 철저히 하고있던 직원만 안걸렸죠나만 걸리는게 아니라 나로인해우리가족 모두가 죽음에 이르게 됨을코로나 완치되도 후유증 남았다는뉴스 보셨을까요 ??그게 나일수도 우리가족일수 있다는점항상건강하시고 조심하세요#코로나19챌린지#코로나19 #코로나바이러스 #코로나조심 #코로나후유증 #코로나예방 #마스크필수 #마스크착용,2020-08-21,303,,"['#코로나19챌린지', '#코로나19', '#코로나바이러스', '#코로나조심', '#코로나후유증', '#코로나예방', '#마스크필수', '#마스크착용']"
264,⠀코로나 후유증 들어보셨어요?어제 남편에 말이 정말 충격적..⠀코로나는 완치가 없다고해요완치가 됐다고 퇴원후에는미각을 잃은 사람에 몸에생전 처음 느끼는 내몸 같지 않은이상한 반응들이 온다고 합니다⠀지금 많이 알려져 있지 않은코로나 후유증으로 고통 받고 있는어느 대구 대학교수의 이야기인데정말 이게 내몸인가 싶을 정도로어떤 증세가 나으면 바로 또 이상한증세가 와 고통스럽다고 하네요..⠀무서운건줄만 알았는데굉장히 위험한 전염병..심각성을 알게되니 절대걸려선 안되겠더라구요⠀오늘도 모두 무사한 하루 되길🙏⠀,2020-08-21,0,,[]
3,코로나툰 23: 전화상담...#코로나19#인스타툰 #인스타일기#웹툰#만화#코로나툰#코로나확진자#코로나양성#pandemic#coronavirus#comics#drawing#pandemic#코로나후유증 #병원일기#코로나확진자후기#국가트라우마센터#그림#그림일기#일상#병원스타그램#코로나극복기#맞팔#코로나블루#아이패드드로잉#생활툰#scatch#코로나블루#코로나툰#사회적거리두기,2020-08-22,121,,"['#코로나19', '#인스타툰', '#인스타일기', '#웹툰', '#만화', '#코로나툰', '#코로나확진자', '#코로나양성', '#pandemic', '#coronavirus', '#comics', '#drawing', '#pandemic', '#코로나후유증', '#병원일기', '#코로나확진자후기', '#국가트라우마센터', '#그림', '#그림일기', '#일상', '#병원스타그램', '#코로나극복기', '#맞팔', '#코로나블루', '#아이패드드로잉', '#생활툰', '#scatch', '#코로나블루', '#코로나툰', '#사회적거리두기']"
255,#마스크 #과태료 #코로나 N차감염 차단2차대유행 예방 #마스크의무100년전 #스페인독감 2차때 서너배확산 더욱강함에 대비철저#코로나후유증 #평생 갑니다#집회 #종교 #기독교 #신천지 #콜센터#롯데리아 #스타벅스 #극장 #노래방#술집 #유흥 #찜질방 #병원 #응급실#마트 #대중교통 #버스 #지하철 #택시#우한폐렴 #중국폐렴 #중국 #대구남자,2020-08-22,14,,"['#마스크', '#과태료', '#코로나', '#마스크의무100년전', '#스페인독감', '#코로나후유증', '#평생', '#집회', '#종교', '#기독교', '#신천지', '#콜센터', '#롯데리아', '#스타벅스', '#극장', '#노래방', '#술집', '#유흥', '#찜질방', '#병원', '#응급실', '#마트', '#대중교통', '#버스', '#지하철', '#택시', '#우한폐렴', '#중국폐렴', '#중국', '#대구남자']"
256,놀이방 청소 다 해놨는데 모든 장난감을 가지고 딸이 자꾸 바쁘게 거실로가서 셋팅을 합니다.....쓰레기장인지 거실인지구분이 안갑니다.. 왜 매일 거실을 이렇게 해놓는걸까요?#안양집#전투육아중#육아스타그램#코로나후유증#4살딸맘#41개월복땡이공주 #딸의거실인테리어#밤9시반에이러기냐#놀이방은장식이니?#비오니노곤노곤#30대중반엄마는힘들다,2020-08-22,23,"Anyang, Kyonggi-Do, Korea","['#안양집', '#전투육아중', '#육아스타그램', '#코로나후유증', '#4살딸맘', '#41개월복땡이공주', '#딸의거실인테리어', '#밤9시반에이러기냐', '#놀이방은장식이니?', '#비오니노곤노곤', '#30대중반엄마는힘들다']"
257,샵 근처에 이런 곳이 있었다니!!!!!!!!!,2020-08-22,259,김해장유,[]
259,코로나 후유증에 대해서 알아보아요 다들 주말에 마스크와 손씻기 잘 하시고 건강 유지하세요~ #인스타데일리 #데일리인스타 #인스타 #인스타그램 #만화 #아이패드 #ipad #웹툰 #illust #diary #일상 #1일1그림 #일상툰 #공감툰 #공감 #인스타툰 #일상툰초보 #toon #그림일기 #그림 #일기 #doodle #코로나후유증 #코로나19 #마스크,2020-08-22,60,,"['#인스타데일리', '#데일리인스타', '#인스타', '#인스타그램', '#만화', '#아이패드', '#ipad', '#웹툰', '#illust', '#diary', '#일상', '#1일1그림', '#일상툰', '#공감툰', '#공감', '#인스타툰', '#일상툰초보', '#toon', '#그림일기', '#그림', '#일기', '#doodle', '#코로나후유증', '#코로나19', '#마스크']"
241,"어둑~계절의변화는 신기하다!!그리고 어김없이 6시가되면 환하다^^..태풍이 또 온다는데ㅡㅡ이름이 바비 라니...더 걱정된다.26일 우리나라 들어오고,27일은 서울이라는데...피해없이 지나가야할텐데....진짜 2020년은 너무하네...코로나19도 사그라들기는커녕,후유증 이야기에 너무 놀람ㅠㅠ해도해도 너무한 2020년...#코로나19#코로나후유증 #태풍바비북상중 #태풍바비#가을이오는듯#처서🍁 #비바안토니 #코로나확진자",2020-08-23,15,,"['#코로나19', '#코로나후유증', '#태풍바비북상중', '#태풍바비', '#가을이오는듯', '#처서🍁', '#비바안토니', '#코로나확진자']"
242,코로나툰 24: 자가격리와 전염...#코로나19#인스타툰 #인스타일기#웹툰#만화#코로나툰#코로나확진자#코로나양성#pandemic#coronavirus#comics#drawing#pandemic#코로나후유증 #병원일기#코로나확진자후기#코로나#그림#그림일기#일상#병원스타그램#코로나극복기#코로나블루#아이패드드로잉#생활툰#scatch#코로나블루#코로나툰#사회적거리두기#코로나후기,2020-08-23,132,,"['#코로나19', '#인스타툰', '#인스타일기', '#웹툰', '#만화', '#코로나툰', '#코로나확진자', '#코로나양성', '#pandemic', '#coronavirus', '#comics', '#drawing', '#pandemic', '#코로나후유증', '#병원일기', '#코로나확진자후기', '#코로나', '#그림', '#그림일기', '#일상', '#병원스타그램', '#코로나극복기', '#코로나블루', '#아이패드드로잉', '#생활툰', '#scatch', '#코로나블루', '#코로나툰', '#사회적거리두기', '#코로나후기']"
243,#부산#연화리#낚시#바다다슬기#갯고동#밭이네#코로나후유증#그리운일상.밖에도 맘데로못다니고  죙일집콕하다 바람쐬러 나감갯고동이 겁나많음.....오늘의 마무리는 가마솥추어탕으로~,2020-08-23,10,,"['#부산', '#연화리', '#낚시', '#바다다슬기', '#갯고동', '#밭이네', '#코로나후유증', '#그리운일상.밖에도']"
244,"코로나때문에 나가지 못할때마다,,우리 부부는 다육이를 보살핀다 ㅋㅋ 나는 사들이고~오늘은 남푠이 화분에 물주다 내가 사놓고 방치한 스투키 분갈이~작고 이쁜 화분도 있는데,,어차피 클꺼라며 엄청큰 화분에 콕콕 .#코로나후유증 #코로나차단 #코로나가한건 #코로나19물러가라 #코로나꺼져 #코로나가바꾼일상 #분갈이 #스투키 #남푠",2020-08-23,23,,"['#코로나후유증', '#코로나차단', '#코로나가한건', '#코로나19물러가라', '#코로나꺼져', '#코로나가바꾼일상', '#분갈이', '#스투키', '#남푠']"
245,#코로나19#코로나후유증 심해서 보험 가입 어렵대요*폐질환은 5년간 보장 못 받는다 #집콕#집콕챌린지 #집콕이애국이다,2020-08-23,144,,"['#코로나19', '#코로나후유증', '#집콕', '#집콕챌린지', '#집콕이애국이다']"
246,"재확산세에 놓인 코로나19, 경각심을 높이고 방역지침을 준수해야 할 때입니다. 팜웨이와 함께 지금까지 밝혀진 코로나19 후유증 함께 알아보며 환자분들은 금방 후유증 없이 회복되길, 여러분들은 아플 일 없으시길 기원합니다😔#팜웨이 #pharmway #비약 #코로나 #코로나19 #코로나조심 #covid19 #코로나후유증",2020-08-23,83,,"['#팜웨이', '#pharmway', '#비약', '#코로나', '#코로나19', '#코로나조심', '#covid19', '#코로나후유증']"
247,#코로나후유증 도무섭다,2020-08-23,875,,['#코로나후유증']
248,"당뇨 악화, 탈모, 피부발진, 만성 피로, 대인기피증 등등코로나보다 심각해보이는 #코로나후유증 #그냥애초에안걸리는게답아직도 코로나를 가벼운 감기나 몸살 정도로 생각하는 사람이 많은 것 같다. 이제 방송가도 비상이던데 예능 방송 대신 이런 심각한 내용들을 보도해주면 다들 조금이라도 더 경각심을 가지려나?코로나가 제일 짜증나고 힘든 점은 나만 조심해서 될 일이 아니라는 것.. 확진자들 중 동선이 집-직장-집-직장이신 분들도 꽤 있던데, 내가 아무리 조심해봐야 재수없으면 출근길 버스 안에서 옮을 수도 있다는 거다. 또 나만 걸리고 끝이 아니라 늙고 약해져있는 내 부모에게, 혹은 내 아이에게 옮길 수 있다.. 그래서 다같이 조심해야 한다.이번 주말이 고비이니 제발 집에 있어달라고 질본에서 그렇게 당부를 하는데도 기어코 놀러나가는 이들을 보면 참 ..누구는 이 좋은 날 집에만 박혀있고 싶을까?이미 대구 사태로 우리 센터도 불황을 겪었다. 내 직업에 대해 회의감을 느끼고 생계유지에 대한 불안감이 지속적으로 나를 옥죄어오고 있다. 그런데도 좀 잘 살아보려고 애쓰는 내자신이 참 애잔하게 느껴지는 요즘이다",2020-08-23,15,,"['#코로나후유증', '#그냥애초에안걸리는게답아직도']"
249,하늘이 너무 예뻐요🎈🎈🎈#청정하늘#처서하늘#서울날씨맑음 #코로나대유행#2차재난지원금#코로나신규확진자#거리두기3단계#코로나재확산#코로나후유증,2020-08-23,94,,"['#청정하늘', '#처서하늘', '#서울날씨맑음', '#코로나대유행', '#2차재난지원금', '#코로나신규확진자', '#거리두기3단계', '#코로나재확산', '#코로나후유증']"
250,#코로나후유증너모너모 무서워...😩,2020-08-23,0,,['#코로나후유증너모너모']
251,#코로나후유증,2020-08-23,4,,['#코로나후유증']
252,꼴랑 이틀 집밖을 안나갔을뿐인데.좀이 쑤셨다(지루해미칠꺼같다는표현ㅋㅋ)⠀⠀강변에서 좀걸으려고복숭아를 자르다가 손가락을 탁 쳤는데 안베인거같더니만..온천지 피가 묻어있음ㅋㅋ⠀⠀밴드도없고 키친타올로 베인살 붙이는중이는중ㅋㅋ⠀⠀일단 나가자ㅋㅋㅋ⠀⠀⠀#슬기로운주말생활#강변산책#코로나후유증#주말일상,2020-08-23,35,,"['#슬기로운주말생활', '#강변산책', '#코로나후유증', '#주말일상']"
253,잠시나마 여유로운 시간 🌿#주말#집콕#집밖은위험해#엄마는#안전과민증#코로나후유증#무서워#독서#서평#엄마공부#내면을가꾸자#마음양식#북스타그램#책스타그램#📚,2020-08-23,47,,"['#주말', '#집콕', '#집밖은위험해', '#엄마는', '#안전과민증', '#코로나후유증', '#무서워', '#독서', '#서평', '#엄마공부', '#내면을가꾸자', '#마음양식', '#북스타그램', '#책스타그램', '#📚']"
254,"코로나 후유증 무섭네요ㅠ19일자 JTBC 뉴스에전화 인터뷰로 후유증의심각성을 얘기해주신 교수님!!몸과 마음도 힘든데 코로나 후유증의 심각성을 일깨워주신 교수님의 용기에감사한 마음이 들었습니다다시한번!!생활속 방역의 중요성을 깨닫게 되네요~""완치는 없다"" 는 것이병원에 근무하는 저에게도너무 무섭게 느껴집니다😬#코로나 #코로나후유증 #완치는없다 #생활방역 #마스크잘쓰기#JTBC뉴스룸#jtbc",2020-08-23,32,,"['#코로나', '#코로나후유증', '#완치는없다', '#생활방역', '#마스크잘쓰기', '#JTBC뉴스룸', '#jtbc']"
229,"회복된 경증,무증상 환자의 35%가미열,기억력 감퇴,피로 등의 후유증을 겪는다..-미국 질병통제예방센터 연구결과-.그 증상도 다양합니다😡.머리에 안개가 낀 것처럼 멍 하면서,기억과 집중하기가 힘든 '브레인 포그'.피부이상, 만성피로.가슴통증, 배의통증.저마다 다른 후유증을 호소하고있습니다😨.마스크착용,손씻기생활화,사람많은곳은 되도록 멀리하기.#끝날때까지끝난게아니다 #코로나19 #후유증 #코로나후유증",2020-08-24,119,,"['#끝날때까지끝난게아니다', '#코로나19', '#후유증', '#코로나후유증']"
230,"#아파트사정 으로 오늘은 종일 에어컨 없이 지낸 하루 였어요. 에어컨끄고 하루 생활한건 올 여름 처음 이였는데, 하루였지먀 삶의 질이 확 떨어지더라구요.선풍기로는 지금의 폭염을 견딜수 없다는 걸 새삼 깨달았구요.에어컨 없이는 여름을 날 수 없다는 것도 새삼 깨달았어요.아이들 셋이 중간~중간 밥 먹으러, 간식 먹으러 집에 들락거려서 저는 잠시 시원한 카페로도 피신 할 여유없이, 종일 찜통집에서 고생스러운 하루를 보냈습니다. 그럼에도 불구, 잠시 외출했을때 길가 노점에서 장사하시는 분들을 보았기에 불평불만을 품을 수가 없었답니다. 어쩜 이렇게도 더운 폭염속에 그늘한점 없는 길가에서 종일 장사를 할 수가 있죠....에휴.....ㅠㅠ오늘 코로나후유증 기사들을 읽으며 절대 걸리면 안되는 코로나 임을 다시금 인지했어요. 완치되어도 후유증이 심한 코로나 바이러스. 정말 조심해야해요!#코로나후유증 #코로나조심#자나깨나조심 #오늘기록인님들도~개인방역 더 신경쓰세요~걸리면  많~~이 아푸데요.😷😷😷😷😷😷😷😷...",2020-08-24,14,,"['#아파트사정', '#코로나후유증', '#코로나조심', '#자나깨나조심', '#오늘기록인님들도~개인방역']"
231,애들 재우고 이시간이 제일 꿀 같다.밤마다 잠이 안와서 와인 한잔 마시고 자야 푹잔다😭..#코로나후유증 크다.#나가고싶다.,2020-08-24,23,"Seoul, Korea","['#코로나후유증', '#나가고싶다.']"
232,".잠잠해지는듯했던 코로나가 다시 화두에 오르면서 몇일전부터 코로나후유증이라는단어가 생겼다..코로나증상이 없다고 완치판정을 받았는데 정상적인 생활을 못하는것..대표적인 탈모, brain fog, 만성피로, 호흡곤란 등.어느것하나 중요하지않은게 없다..‘치료받으면 되겠지 출근안하고 좋다’ 이게아니라 내주변의 건강은 물론 제일중요한 나의 건강이 무너지기때문 😥.그래서 가장중요한 마스크쓰기, 손씻기.아는만큼 보인다고 내몸을 방어하는 레즈베라트롤 성분이 있는 리저브로 면역력, 방어벽을 키워보자 .#주네스리저브 .저게뭐야, 저거먹는다고 좋아지겠어? 하겠지만 전세계가 사랑하고 중국에서는 짝퉁이 나오는 경지에 올랐다..모르면 못먹지만 알고나면 안먹을수없는 잇템!.저렇게 좋아진다는데 먹어야되지않을까??.하루 3포이상! .DRINK IT, FEEL IT, SHARE IT!!.#reservejeunesse #코로나후유증 #레즈베라트롤의효능 #resveratrol #장수유전자활성화 #산화방지제 #antioxidant #최고의방어기전 #활성산소제거 #파이터케미컬 #마시고즐기고나누자 #pjgroupkorea",2020-08-24,35,,"['#주네스리저브', '#reservejeunesse', '#코로나후유증', '#레즈베라트롤의효능', '#resveratrol', '#장수유전자활성화', '#산화방지제', '#antioxidant', '#최고의방어기전', '#활성산소제거', '#파이터케미컬', '#마시고즐기고나누자', '#pjgroupkorea']"
233,"🙂효성건강원입니다🙂오늘은 하고초의 효능을 알려드리고자 합니다.대표적인 효능의 몇가지만 말씀드리면✔️소염과 살균(세균의 번식과 자라나는 환경을 억제)✔️부종을 막는 이뇨작용(꿀풀에 함유된 우루솔산 이뇨작용을 통해  부기를 가라앉혀 신장염이나 방광염으로 인한 부기 제어)✔️고혈압 장지(혈압의 수치를 낮추고 고혈압시 동반되는   증세 경감)✔️소화불량 개선! (위장의 연동운동 강화로 소화활동 탄력)✔️항암효과(다린약으로 암세포 감소❗특히 림프종 갑상선암, 유방암,간암에 탁월)또한 체내의 독성을 없애주고 열이많은 사람은 열을 내려주며, 향균작용과 이뇨작용 등 우리몸에 도움을주는 아주 고마운 약초입니다.⭕주의할 점은 딱히 없지만 비위가 약하거나 기가 약하신분들는 상성이 맞지 않는다고 합니다!‼️이 약초를 소개드리는 이유는‼️현재 코로나19 확진자들 가운데 완치된 분들의 후유증을 살펴보면, 염증에 의한 증상이 많다고 하니 염증치료에 효과적인 하고초를 소개해 드리려고 합니다💗https://m.hankookilbo.com/News/Read/A2020082114530005960?did=DA👆🏻 링크는 코로나19의 후유증이 염증으로 인한 증상이 많다는 내용입니다#covid19 #코로나완치자사례 #코로나조심 #코로나후유증 #염증치료 #실제후기 #염증수치 #하고초 #하고초효능 #건강보조식품 #건강보조식품문의 ✅추가✅건강원에 찾아주신 고객님 동의하에 사진 올립니다‼️20년6월중순 허리디스크 수술을 받으신 후 수술부위에 염증이 생기셔서 8월중순~현재까지 하고초를 드시고 계시는데 사진에서도 보이듯이 염증이 많이 줄어드셨습니다:-) 하고초는 염증에 최고입니다ෆ⃛.☎️문의전화☎️054.462.6077010.5845.3082#전국배송가능 #친절상담🤗 #가족의마음으로만듭니다",2020-08-24,15,구미오태동,"['#covid19', '#코로나완치자사례', '#코로나조심', '#코로나후유증', '#염증치료', '#실제후기', '#염증수치', '#하고초', '#하고초효능', '#건강보조식품', '#건강보조식품문의', '#전국배송가능', '#친절상담🤗', '#가족의마음으로만듭니다']"
234,대체 이게 무슨 소리인지치료받으러와서 병원으로 배달음식 시키고 택배시키고 병실없어서 난린데 저런사람들은 퇴원시키지 입원기간 중에는 치료식 드세요 코로나땜에 격리입원중이면서 외부음식이 말이되냐고 간호사분들도 다 해주지마세요 선을 지켜 주세요.정직하게 마스크 쓰고 다니고 정직하게 검사받고 자가격리하는 사람들은 가족이없고 직장이없어 그러는거 아니랍니다.이 나라의 아이들을 위해 타인을 위해 피해주지 않으려고하는건데 뭐 잘났다고 마스크 안쓰고 다니고 검사 안받습니까? 제발 국민을위해 노력하는 사람들을 생각하고 가족을 생각해서 예방을 지켜주세요!!!...#코로나 #covid_19 #확진자 #사회적거리두기 #마스크 #손소독 #자가격리 #서울 #경기 #대한민국 #널스타그램#코로나후유증,2020-08-24,13,,"['#코로나', '#covid_19', '#확진자', '#사회적거리두기', '#마스크', '#손소독', '#자가격리', '#서울', '#경기', '#대한민국', '#널스타그램', '#코로나후유증']"
235,#효성건강원🌿 #건강보조식품 #액기스만쏙쏙 #보조식품추천 #건강해지는맛 #염증치료 #covid_19 #코로나19물러가라 #코로나후유증 #코로나_염증 #하고초 #하고초액기스 #하고초효능,2020-08-24,10,Gumi,"['#효성건강원🌿', '#건강보조식품', '#액기스만쏙쏙', '#보조식품추천', '#건강해지는맛', '#염증치료', '#covid_19', '#코로나19물러가라', '#코로나후유증', '#코로나_염증', '#하고초', '#하고초액기스', '#하고초효능']"
236,"코로나19가 재확산하고, 장마와 폭염 등 자연재해까지 잇따라 발생하면서 이른바 '코로나 블루'를 호소하는 시민들이 늘고 있습니다. '코로나 블루'는 '코로나19'와 '우울감'(blue)이 합쳐진 신조어, 코로나19 확산으로 일상에 큰 변화가 닥치면서 생긴 우울감이나 무기력증을 뜻하며, '코로나 우울'이라고 부르기도 합니다.한 조사에 따르면 국민 10명 중 7명은 코로나 블루를 경험한 것으로 나타났다고 합니다. 코로나19 장기화로 과도한 불안과 스트레스 등의 후유증이 발생하는데 그중에서도 그 전에 없던 탈모가 발생하거나 탈모가 심해지는 증상이 발생하기도 하였습니다. 이러한 코로나 후유증으로 인한 탈모발생을 막기 위해선 적절한 모발생장, 모낭강화 탈모관리를 통해 치료가 진행이 된다면 큰 효과를 볼 수 있습니다.참닥터의원의 메드맥스 참닥터의 MMX 탈모관리란, 미세 주사를 이용하여 두피의 내부 진피층에 직접 투여되는 생장인자의 효과로 탈모를 일으키는 세포괴사 인자를 억제하고 모낭세포를 촉진 시킵니다. 모공강화와 탈모 억제, 모발의 생장을 촉진 시키는 효과가 있는 탈모치료 관리프로그램 입니다.< MMX 탈모 프로그램 과정 >스파버블 두피 스케일링 ▶ 플라즈마 관리 ▶ 싸이토카인 요법 ▶ MMX 미세주사 치료 ▶ 재생레이저​메드맥스 참닥터의원의 MMX탈모관리는 7개의 대학병원에서 탈모치료 목적으로 사용되는 특수 앰플로 관리됩니다. 두피스케일링, 플라즈마 고주파 마사지 등은 전담 관리사에 의해 진행되며 관리시간은 1회 당 약 40여분이 소요 됩니다. 점심시간을 이용하여 관리를 원하시는 경우 두피스케일링을 제외하여 30여분으로 관리가 가능하며 전 관리는 모두 예약제로 미리 시간대 확인을 부탁드립니다.YH성형타워 13층에서 만나볼 수 있는 참닥터의원! 모발이식수술에 대한 궁금증은 언제든 문의하세요! 지금 카카오톡 플러스친구를 통해 수술에 대한 자세한 상담은 물론 참닥터의원의 혜택까지 알아보실 수 있는 기회! 놓치지 마세요!T.1800-5827sms. 010-4222-5827www.chamdoctor.com#정수리탈모 #가마탈모 #여성탈모 #정수리모발이식 #가르마모발이식 #비절개모발이식 #인스턴트슬릿 #서라운드식모 #모발이식잘하는병원 #탈모모발이식 #비절개모발이식 #모발이식수술 #절개모발이식 #모발이식방법 #모발이식잘하는곳 #탈모수술 #헤어라인교정 #연예인모발이식, #신사역모발이식, #신사역탈모병원 #강남모발이식병원 #모발이식비용 #정수리탈모 #참닥터 #M자탈모 #탈모약 #참닥터헤어라인 #코로나후유증",2020-08-24,11,참닥터,"['#정수리탈모', '#가마탈모', '#여성탈모', '#정수리모발이식', '#가르마모발이식', '#비절개모발이식', '#인스턴트슬릿', '#서라운드식모', '#모발이식잘하는병원', '#탈모모발이식', '#비절개모발이식', '#모발이식수술', '#절개모발이식', '#모발이식방법', '#모발이식잘하는곳', '#탈모수술', '#헤어라인교정', '#연예인모발이식', '#신사역모발이식', '#신사역탈모병원', '#강남모발이식병원', '#모발이식비용', '#정수리탈모', '#참닥터', '#M자탈모', '#탈모약', '#참닥터헤어라인', '#코로나후유증']"
237,💚보험여왕👑원큐언니👩‍💼💚...🚫코로나19 완치후 합병증 or 후유증에 대한 이야기 들어보셨는가요?..🚫국가에서 지원은 완치까지‼️..🚫완치이후 후유증이나 합병증이 남았을때 치료는 자기부담✔..😷코로나19는 완치가 없다는 흉흉한 소문도 들리는데 난 현재 건강하다면❓...🌈2-3만원 소액으로 일단 우리 보장부터 챙기고봅시덩😭..☎️010-8618-4822 ...#코로나합병증 #코로나후유증 #코로나19 #코로나19극복,2020-08-24,17,,"['#코로나합병증', '#코로나후유증', '#코로나19', '#코로나19극복']"
238,2020. 08. 23코로나땜에 웃픈일 발생. ㅋㅋㅋ스스로도 너무 어이없었음. ㅎㅎ⠀집으로 돌아오는 길에 휴게소에 들려서 커피사러 감.주문 다하고 기다리고 커피를 건내받은 다음에 손 소독 하려고 앞에 놓여있는 세정제를 두번정도 누름.그러곤 손을 막 비볐는데 그순간부터 이상함을 느낌. ㅋㅋ⠀보통 세정제 바르면 알콜성분땜에 시원하고 증발되는 느낌이 있는데 이건 아무리 비벼도 안사라짐. ㅋㅋㅋ⠀알고봤더니 내가 세정제라고 누른건 시럽이었다. ㅠㅠ커피파는 종업원 빵 터짐.난 순간 얼음 됨. ㅋㅋ⠀하— 큰일났다. 이제 눈에 보이는 디스펜서 통은 전부 손 소독제로 보임. ㅠㅠ⠀⠀#코로나 #코로나19 #코로나후유증 #코로나노이로제 #웃픈이야기 #휴게소에서있었던일 #휴게소 #소통 #일상 #일상스타그램,2020-08-24,19,,"['#코로나', '#코로나19', '#코로나후유증', '#코로나노이로제', '#웃픈이야기', '#휴게소에서있었던일', '#휴게소', '#소통', '#일상', '#일상스타그램']"
239,#새신을신고뛰어야되는데밖에 나가지 말라카고ㅡㅡ등원만🤨끈도 짝째기로 묶어가ㅋㅋ급한티가 퐉그래도 휴원공지없어서천만다행ㅜ#그러나언제가될지모름#가슴이두근두근#코로나후유증 #무섭다휴원공지#제발,2020-08-24,43,,"['#새신을신고뛰어야되는데밖에', '#그러나언제가될지모름', '#가슴이두근두근', '#코로나후유증', '#무섭다휴원공지', '#제발']"
240,사업문의/제품문의010 7471 3139#김기춘 #인셀덤김기춘 #최배견 #인셀덤최배견#화장품사업 #뷰티사업가#인셀덤사업 #인셀덤서울본부#사업 #프리랜서 #1인기업 #성공 #부자#코로나후유증#인셀덤성공매니아네이버카페 #창업 #인셀덤보타랩 #온라인사업 #인셀덤사업문의 #성공매니아네이버카페#디지털노마드 #보타랩#인셀덤야탑체험샵,2020-08-24,8,,"['#김기춘', '#인셀덤김기춘', '#최배견', '#인셀덤최배견', '#화장품사업', '#뷰티사업가', '#인셀덤사업', '#인셀덤서울본부', '#사업', '#프리랜서', '#1인기업', '#성공', '#부자', '#코로나후유증', '#인셀덤성공매니아네이버카페', '#창업', '#인셀덤보타랩', '#온라인사업', '#인셀덤사업문의', '#성공매니아네이버카페', '#디지털노마드', '#보타랩', '#인셀덤야탑체험샵']"
216,𖤐⠀요새 나의 멘탈무엇...아무 의욕도 힘도 1도 없고사람 없는 곳 찾아가는 것도 이제 안될 것 같고⠀랑이는 자꾸 틈만나면 나가자 하는데...⠀아무것도 하기싫고 너무 우울우울 그래도 랑이 위해서 맘 다잡고 다시 열일해야지.. 휴😵⠀다행이다 그래도 이럴때 재택근무라도 할수있어서 .. ⠀열심히 놀아주고 열심히 벌어봐야지ㅠㅠ⠀엄마들은 다들 비슷한 마음이겠죠?코로나가 끝날거라는 기대는 이미 없지만우리애들이 좀 자유롭게 뛰노는 그날이오기를 또 기도해봅니다..🙏🏻⠀#코로나꺼져 #매일코로나소식 #지겹다 #코로나후유증 #자유로운생활 #마스크쟁이기 #코로나종식기원🙏⠀,2020-08-25,71,,"['#코로나꺼져', '#매일코로나소식', '#지겹다', '#코로나후유증', '#자유로운생활', '#마스크쟁이기', '#코로나종식기원🙏⠀']"
217,#DB손해보험 에서 만들었습니다. 불펌❌#편리케어서비스#보장케어#혜택케어#내보험어떻케어 ? 😆😆#보장분석 #rightnow#보험은타이밍#찐설계사 #코로나19#코로나후유증#아프기전에#건강검진 하기전에#보험체크#가족력체크#암은치료비와의싸움 #표적항암약물허가치료비 #암보험 #태아보험 #건강보험 #실손의료비 #착한실손 #실손전환 #배상책임보험 #자동차보험 #실버보험 #코로나보험,2020-08-25,0,,"['#DB손해보험', '#편리케어서비스', '#보장케어', '#혜택케어', '#내보험어떻케어', '#보장분석', '#rightnow', '#보험은타이밍', '#찐설계사', '#코로나19', '#코로나후유증', '#아프기전에', '#건강검진', '#보험체크', '#가족력체크', '#암은치료비와의싸움', '#표적항암약물허가치료비', '#암보험', '#태아보험', '#건강보험', '#실손의료비', '#착한실손', '#실손전환', '#배상책임보험', '#자동차보험', '#실버보험', '#코로나보험']"
218,"#스킨플래닝수강#스킨플래닝 #천안피부 #신불당피부관리 #솜털제거 #각질제거#남자피부관리#한달에한번#뽀얀피부 #모찌피부#물광피부 #행사가#코로나후유증 #마스크후유증 #묵은각질계속되는 코로나에 마스크를끼고 밤낮으로ㅜㅜ피부가 혹사당하구~각질관리를 하셔두 먼가 답답하시다구~더마스킨플래닝으로 숨을쉬는거같으시다며^^모공관리엠플부터 수분관리까지 끝난후물광 👍 한달에한번 소중한피부 숨쉴수 있게 더마플래닝하러오세여^^수강문의010.3323,3527",2020-08-25,12,,"['#스킨플래닝수강', '#스킨플래닝', '#천안피부', '#신불당피부관리', '#솜털제거', '#각질제거', '#남자피부관리', '#한달에한번', '#뽀얀피부', '#모찌피부', '#물광피부', '#행사가', '#코로나후유증', '#마스크후유증', '#묵은각질계속되는']"
219,송아이모가 준 이쁜원피스 입고 외출기분☺현실은 집거실🤭#231일아기#가족스타그램👨‍👩‍👧#성장스타그램🌱#코로나후유증#현실은#기저귀패션#치발기로콧구멍파기,2020-08-25,20,,"['#231일아기', '#가족스타그램👨\u200d👩\u200d👧', '#성장스타그램🌱', '#코로나후유증', '#현실은', '#기저귀패션', '#치발기로콧구멍파기']"
